Energy,Mo,Ta,W,Au,Cu,Ni,Pd,Pt,Rh,Cd,Co,Hf,La,Os,Re,Ru,Sc,Tc,Ti,Y,Zn,Zr
-2.50000000000003,1.0397663000001502,0.6981181000000447,0.9842673050000149,1.75,3.2949894999992497,1.37,3.708152550000448,1.06,1.75,0.6630726399999849,2.475384349999848,1.69,0.0,2.407059800000154,0.9448668299999695,2.59,0.6904712599999847,1.4084777000001498,2.0,0.7109529299999847,0.552,2.399776049999851
-2.4000000000000306,0.9359298900000464,0.5427454000000301,1.01,1.82,3.85,1.4733270000003078,2.4681525500004544,1.1142717499998478,1.2238342500001547,0.667,3.260768699999691,1.72,3.216680499712572e-05,2.267059800000155,1.578668299999691,2.476335649999843,0.7344712599999847,0.94169554000003,2.01,0.7699529299999845,0.547,2.6
-2.300000000000031,0.7820467399999691,0.4573727000000153,1.18,2.0690291499998428,3.634004200000308,1.676672999999689,1.6939491499998471,1.324271749999845,1.0961657499998454,0.6529273600000156,3.0646156500001553,1.89,0.21720410499989112,2.4429401999998417,2.567336599999382,3.652671299999686,0.7824712599999846,0.9141522299999848,1.89,0.840905859999969,0.543,2.48
-2.2000000000000313,0.8620467399999691,0.41637270000001547,1.3773269499998448,3.0187376500014143,3.2070021000001567,1.9466729999996846,1.27,1.45,1.4061657499998408,0.629,3.6753843499998426,1.68,0.3233440299999685,2.83,3.600665850000159,4.48732870000032,0.8374712599999843,1.2630445999996942,1.89,0.9259058599999687,0.5340085100000158,2.57
-2.1000000000000316,0.9740701099999522,0.3673727000000156,1.847326949999845,3.07,3.08,1.22,1.6439491499998427,1.4442717499998432,1.576165749999841,0.615,2.8492313000003193,2.231310349999533,0.5016880599999367,2.94,3.527336599999364,2.8273287000003227,0.8994712599999841,2.677611499999217,1.98,1.039529299999841,0.53,3.2306718500004665
-2.000000000000032,1.1702336999998408,0.33637270000001585,2.13,2.151941700000323,3.187002100000159,1.2900094999995182,2.417644049998893,1.53,1.3561657499998383,0.611,2.415384349999839,1.782896550000158,0.6044839550000481,3.0870598000001626,2.490665850000163,2.77,0.9779425199999678,3.19,2.5,1.18,0.545,2.91
-1.9000000000000323,1.4902336999998365,0.331,1.82,1.41,3.758993699999514,1.06,1.5860508500001604,1.7257282500001612,1.24,0.601,1.97,1.4728965500001596,0.6031720149999837,2.68,2.53,2.39,1.08,3.46,2.52,1.3795292999998374,0.565,2.46
-1.8000000000000327,2.090467399999673,0.3476272999999837,1.4126730500001627,1.100970850000166,4.814989499999183,0.9716663500000164,1.46,1.345728250000164,1.14,0.597,1.9907686999996714,1.15,0.6411720149999836,2.337059800000167,2.8313317000003266,2.864349549998839,1.21,3.723910800000644,2.54,2.0895292999998354,0.601,2.050223950000162
-1.700000000000033,2.6,0.37862729999998374,1.22,0.28,5.276016800001324,0.9406720499997169,1.683949149999836,1.22,1.243834250000168,0.615,2.0,1.43,0.6661720149999835,2.08,2.359334149999832,3.47,1.42,2.8145668999995146,3.199367399999344,2.03,0.7170085100000165,1.95
-1.6000000000000334,1.8747663000001658,1.158818999999504,1.092673050000164,0.282,2.4780084000006686,1.0566729999996625,2.0,1.32,1.436165749999832,0.6360726399999832,1.92,1.88,0.699,2.4429401999998284,2.35,3.40633564999983,1.8,2.583044599999669,3.7003163000003325,1.849529299999832,0.678,1.67
